epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
526,2423.75,0.25189,0.2518,0.28336,0.83611,0.91802,0.94552,0.98322,0.97519,0.91802,0.94552,0.98322,0.97036,0.19005,0.21409,0.74454,0.80624,0.000933851,0.000933851,0.000933851
527,2428.33,0.25146,0.24983,0.27253,0.8416,0.91728,0.93387,0.97062,0.95922,0.91728,0.93387,0.97062,0.95188,0.20839,0.22128,0.91422,0.81142,0.000932908,0.000932908,0.000932908
528,2432.92,0.25476,0.24737,0.26468,0.84173,0.91522,0.92617,0.97388,0.96321,0.91522,0.92617,0.97388,0.96031,0.20698,0.21558,0.93152,0.81129,0.000931965,0.000931965,0.000931965
529,2437.51,0.24419,0.24646,0.25481,0.82962,0.93107,0.92968,0.97749,0.96879,0.93107,0.92968,0.97749,0.96301,0.19573,0.21367,0.77779,0.80606,0.000931022,0.000931022,0.000931022
530,2442.11,0.24883,0.24478,0.26374,0.83605,0.93304,0.95127,0.97577,0.96842,0.93304,0.95127,0.97577,0.96041,0.21136,0.22093,0.7573,0.81079,0.000930079,0.000930079,0.000930079
531,2446.71,0.25339,0.26209,0.26736,0.83679,0.94111,0.91901,0.97656,0.96016,0.94111,0.91901,0.97656,0.95933,0.23869,0.22782,0.91773,0.82355,0.000929136,0.000929136,0.000929136
532,2451.3,0.27467,0.25715,0.28606,0.85686,0.92977,0.95955,0.97646,0.96507,0.92977,0.95955,0.97646,0.96488,0.2312,0.22604,0.78309,0.81929,0.000928193,0.000928193,0.000928193
533,2455.92,0.24837,0.27532,0.27214,0.83139,0.86738,0.99607,0.96146,0.95105,0.86738,0.99607,0.96146,0.9483,0.20981,0.23081,0.73799,0.81057,0.00092725,0.00092725,0.00092725
534,2460.51,0.24878,0.26091,0.29066,0.84386,0.93709,0.95429,0.95483,0.94133,0.93709,0.95429,0.95483,0.94135,0.20688,0.22238,0.67174,0.81271,0.000926306,0.000926306,0.000926306
535,2465.11,0.25399,0.27865,0.27058,0.83956,0.93379,0.97925,0.96876,0.9615,0.93379,0.97925,0.96876,0.95167,0.2095,0.22092,0.80289,0.80839,0.000925363,0.000925363,0.000925363
536,2469.74,0.25967,0.26805,0.26234,0.84825,0.90014,0.99737,0.97178,0.9669,0.90014,0.99737,0.97178,0.96295,0.1898,0.21007,0.82066,0.80181,0.00092442,0.00092442,0.00092442
